name,old_chr,old_strand,old_start,old_end,chr,strand,start,end,symbol,n_probes_on_tiling,all_identifiers,selected_identifier
7953547,chr12,+,6903887,6921745,chr12,+,6903886,6921745,ATN1,275,"NM_001007026, NM_001940, ENST00000356654, ENST00000396684, BC051795, ENST00000229279",NM_001007026
7953564,chr12,+,6923464,6925426,chr12,+,6923463,6925426,C12orf57,274,"NM_138425, ENST00000229281, BC009925",NM_138425
7953569,chr12,+,6926001,6940740,chr12,+,6930795,6940737,PTPN6,252,"NM_080549, NM_002831, NM_080548, ENST00000318974, ENST00000399448, M77273",M77273
7953590,chr12,+,6943123,6943190,chr12,+,6943122,6943190,---,84,hsa-mir-200c,hsa-mir-200c
7953592,chr12,+,6943521,6943615,chr12,+,6943520,6943615,---,89,hsa-mir-141,hsa-mir-141
7953594,chr12,+,6950254,6955400,chr12,+,6950204,6955404,EMG1,229,"NM_006331, ENST00000261406, AK291597",NM_006331
7953603,chr12,+,7038278,7048597,chr12,+,7038240,7048594,C1S,114,"NM_201442, NM_001734, ENST00000328916, ENST00000406697, ENST00000360817, BC056903, ENST00000403949",NM_201442
7953620,chr12,+,7162657,7162756,chr12,+,7162656,7162763,---,238,ENST00000363475,ENST00000363475
7953622,chr12,+,7162878,7165720,chr12,+,7162877,7165720,UNQ2963,237,"AY358730, AK091792",AY358730
7953626,chr12,+,7174234,7202808,chr12,+,7174233,7202797,CLSTN3,250,"NM_014718, ENST00000266546, BC111491",NM_014718
7953651,chr12,+,7234224,7255343,chr12,+,7234224,7255345,PEX5,128,"NM_000319, ENST00000396637, ENST00000266564, BC010621",NM_000319
7953665,chr12,+,7755317,7761422,chr12,+,7755355,7761419,DPPA3,123,"NM_199286, ENST00000345088, AY317075",NM_199286
7953670,chr12,+,7809079,7817984,chr12,+,7809078,7817984,LOC360030,80,AY151139,AY151139
7953687,chr12,+,7900034,7900333,chr12,+,7900033,7900333,---,0,ENST00000386676,ENST00000386676
7953689,chr12,+,7916801,7943941,chr12,+,7916800,7943941,NANOGP1,125,"AY455283, ENST00000316043",AY455283
7953695,chr12,+,8020122,8020221,chr12,+,8020121,8020223,---,47,ENST00000383909,ENST00000383909
7953697,chr12,+,8058965,8059051,chr12,+,8058916,8059061,---,96,"GENSCAN00000017059, ENST00000404346",ENST00000404346
7953699,chr12,+,8076626,8099385,chr12,+,8077222,8099350,FOXJ2,163,"NM_018416, ENST00000162391, AF155132",AF155132
7953715,chr12,+,8126105,8141634,chr12,+,8126073,8141640,NECAP1,198,"NM_015509, ENST00000339754, BC002888",NM_015509
7953723,chr12,+,8167493,8182470,chr12,+,8167494,8182470,CLEC4A,155,"NM_016184, NM_194450, NM_194447, NM_194448, ENST00000229332, ENST00000352620, ENST00000360500, ENST00000345999, AF067800",NM_016184
7953733,chr12,+,8216417,8223909,chr12,+,8167825,8223805,ZNF705A,168,"NM_001004328, ENST00000396570, ENST00000359286",ENST00000396570
7953737,chr12,+,8499858,8522193,chr12,+,8499857,8522193,CLEC6A,133,"NM_001007033, ENST00000382073, AY321309",NM_001007033
7953747,chr12,+,8528609,8528731,chr12,+,8528608,8528715,---,0,ENST00000364910,ENST00000364910
7953749,chr12,+,8557403,8566229,chr12,+,8557402,8566227,CLEC4D,127,"NM_080387, ENST00000299665, AY115592",NM_080387
7953765,chr12,+,8725554,8826954,chr12,+,8725553,8826952,FAM80B,85,"NM_020734, ENST00000357529, BC033793",BC033793
7953775,chr12,+,8866484,8924438,chr12,+,8866416,8920644,A2ML1,62,"NM_144670, ENST00000399370, ENST00000311537, AK290355, ENST00000299698",NM_144670
7953835,chr12,+,9033484,9054610,chr12,+,9033487,9054607,KLRG1,83,"NM_005810, ENST00000356986, AK301367, ENST00000266551",NM_005810
7953871,chr12,+,9488964,9489068,chr12,+,9488932,9489068,---,235,ENST00000391130,ENST00000391130
7953878,chr12,+,9713473,9743306,chr12,+,9713575,9743306,CLEC2D,108,"NM_001004419, NM_013269, ENST00000261340, ENST00000261339, BC019883",NM_001004419
7953892,chr12,+,9871344,9888871,chr12,+,9871343,9888870,KLRF1,65,"NM_016523, ENST00000279544, AJ305370",NM_016523
7953901,chr12,+,9995182,10403511,chr12,+,10015274,10029461,CLEC12A,0,"NM_138337, NM_201623, ENST00000304361, ENST00000350667, AY498552",NM_138337
7953914,chr12,+,10054493,10062431,chr12,+,10054497,10061815,CLEC12B,251,"NM_205852, ENST00000396502, ENST00000338896, AY358810",NM_205852
7953924,chr12,+,10074543,10109832,chr12,+,10074542,10109832,CLEC9A,157,"NM_207345, ENST00000355819, AY358265",NM_207345
7953936,chr12,+,10222877,10235667,chr12,+,10222823,10235670,C12orf59,193,"NM_153022, ENST00000298530, AY358845, ENST00000381923",NM_153022
7953943,chr12,+,10256696,10266994,chr12,+,10256755,10266991,GABARAPL1,135,"NM_031412, ENST00000266458, AF087847",NM_031412
7953949,chr12,+,10269932,10360042,chr12,+,10351683,10361117,KLRD1,0,"NM_002262, NM_007334, NM_001114396, ENST00000336164, ENST00000350274, BC042884, ENST00000381908",NM_002262
7953965,chr12,+,10549769,10567000,chr12,+,10549768,10567000,---,127,"ENST00000322446, BC087847",ENST00000322446
7953967,chr12,+,10973101,10977836,chr12,+,10973100,10978711,PRH2,200,"NM_005042, NM_001110213, ENST00000396400, ENST00000256972, BC136499",NM_005042
7953977,chr12,+,11138426,11140719,chr12,+,11138425,11140718,---,136,AF130083,AF130083
7953979,chr12,+,11206966,11207032,chr12,+,11206965,11207032,---,0,ENST00000386726,ENST00000386726
7953981,chr12,+,11694055,11939603,chr12,+,11694054,11939592,ETV6,152,"NM_001987, ENST00000266427, BC043399, ENST00000396373",NM_001987
7953993,chr12,+,12115145,12255214,chr12,+,12115668,12143894,BCL2L14,108,"NM_030766, NM_138722, NM_138723, NM_138724, ENST00000266434, ENST00000308721, ENST00000396367, ENST00000396369, ENST00000396361, AF281255",NM_030766
7954008,chr12,+,12166735,12166810,chr12,+,12166734,12166810,---,0,ENST00000386735,ENST00000386735
7954010,chr12,+,12270877,12270978,chr12,+,12270874,12270978,---,0,ENST00000362681,ENST00000362681
7954012,chr12,+,12401322,12511105,chr12,+,12401286,12511105,LOH12CR1,194,"NM_058169, ENST00000314565, BC013668",NM_058169
7954021,chr12,+,12656093,12689309,chr12,+,12656097,12689308,CREBL2,163,"NM_001310, ENST00000228865, BC106052",NM_001310
7954029,chr12,+,12761576,12766570,chr12,+,12761568,12766572,CDKN1B,250,"NM_004064, ENST00000228872, BC001971, ENST00000396340",NM_004064
7954036,chr12,+,12770130,12874182,chr12,+,12857546,12874182,DDX47,280,"NM_016355, NM_201224, ENST00000358007, ENST00000352940, ENST00000326765, BC068009, BC042478",NM_016355
7954055,chr12,+,12770132,12835664,chr12,+,12829881,12835664,APOLD1,280,"NM_030817, ENST00000356591, ENST00000326765, BC042478",ENST00000356591
7954065,chr12,+,12934983,12958244,chr12,+,12935222,12957867,GPRC5A,162,"NM_003979, ENST00000014914, AK122672",NM_003979
7954071,chr12,+,13044079,13046444,chr12,+,13044642,13049029,HTR7P,189,"NR_002774, AK125093",NR_002774
7954077,chr12,+,13088582,13127650,chr12,+,13088581,13127650,KIAA1467,0,"NM_020853, ENST00000197268, BC039267",NM_020853
7954090,chr12,+,13240900,13261003,chr12,+,13240868,13260974,EMP1,206,"NM_001423, ENST00000396301, ENST00000256951, U77085",NM_001423
7954098,chr12,+,13727743,13728061,chr12,+,13727742,13728050,---,0,ENST00000363605,ENST00000363605
7954100,chr12,+,14170081,14170293,chr12,+,14170080,14170293,---,0,ENST00000386775,ENST00000386775
7954102,chr12,+,14170463,14170783,chr12,+,14170462,14170783,---,0,ENST00000386785,ENST00000386785
7954104,chr12,+,14409878,14542964,chr12,+,14409877,14542964,ATF7IP,148,"NM_018179, ENST00000261168, BC063855",NM_018179
7954124,chr12,+,14818562,14822201,chr12,+,14818671,14819612,H2AFJ,225,"NM_177925, ENST00000389078, BC003602, ENST00000228929",ENST00000228929
7954132,chr12,+,14847773,14868059,chr12,+,14847772,14868058,C12orf60,225,"NM_175874, ENST00000330828, BC038836, AK056213",NM_175874
7954136,chr12,+,15017245,15026066,chr12,+,15017244,15026066,PDE6H,193,"NM_006205, ENST00000266395, D45399",NM_006205
7954143,chr12,+,15366744,15641602,chr12,+,15366753,15641602,PTPRO,249,"NM_030667, NM_002848, NM_030671, NM_030669, NM_030670, NM_030668, ENST00000281171, ENST00000348962, BC126201",NM_030667
7954173,chr12,+,15926600,15947966,chr12,+,15926607,15947670,STRAP,103,"NM_007178, ENST00000025399, BC062306",ENST00000025399
7954185,chr12,+,15955373,16081582,chr12,+,15955452,16081582,DERA,230,"NM_015954, ENST00000025429, AF132960",NM_015954
7954196,chr12,+,16391343,16408611,chr12,+,16391342,16408611,MGST1,118,"NM_145792, NM_145791, NM_020300, NM_145764, ENST00000010404, ENST00000396210, J03746",NM_145792
7954206,chr12,+,17755135,17755245,chr12,+,17755134,17755247,---,0,ENST00000383935,ENST00000383935
7954208,chr12,+,18305741,18692617,chr12,+,18305740,18692619,PIK3C2G,199,"NM_004570, ENST00000266497, AJ000008",NM_004570
7954240,chr12,+,18782308,18783389,chr12,+,18782311,18783389,CAPZA3,109,"NM_033328, ENST00000317658, BC016745",NM_033328
7954245,chr12,+,19173953,19420601,chr12,+,19173914,19420598,PLEKHA5,150,"NM_019012, ENST00000299275, AF302150, ENST00000359180",NM_019012
7954277,chr12,+,19347682,19347975,chr12,+,19347681,19347975,---,0,ENST00000386823,ENST00000386823
7954279,chr12,+,19448267,19564846,chr12,+,19483874,19566440,AEBP2,0,"NM_153207, NM_001114176, ENST00000266508, BC022220, ENST00000398864, ENST00000360995",NM_153207
7954291,chr12,+,19768636,19768800,chr12,+,19768635,19768800,---,0,ENST00000364015,ENST00000364015
7954293,chr12,+,20413446,20725646,chr12,+,20413463,20725148,PDE3A,248,"NM_000921, ENST00000359062, M91667",NM_000921
7954312,chr12,+,20739666,20797587,chr12,+,20739665,20797585,SLCO1C1,174,"NM_017435, ENST00000266509, AF205076, ENST00000381552",NM_017435
7954330,chr12,+,20854905,20960925,chr12,+,20854904,20960925,SLCO1B3,106,"NM_019844, ENST00000261196, ENST00000381545, AK055874",NM_019844
7954344,chr12,+,21059834,21134446,chr12,+,21059833,21134446,LST-3TM12,72,"NM_001009562, ENST00000381541, AY442325",ENST00000381541
7954356,chr12,+,21175400,21283997,chr12,+,21175394,21283995,SLCO1B1,169,"NM_006446, ENST00000256958, AF205071",NM_006446
7954375,chr12,+,21275486,21275586,chr12,+,21275485,21275586,---,0,ENST00000386851,ENST00000386851
7954377,chr12,+,21417085,21423683,chr12,+,21417068,21424180,IAPP,116,"NM_000415, ENST00000240652, J04422",NM_000415
7954382,chr12,+,21481878,21514567,chr12,+,21481804,21515447,PYROXD1,195,"NM_024854, ENST00000240651, AK125461",NM_024854
7954388,chr12,+,21546016,21562358,chr12,+,21546015,21562358,GOLT1B,126,"NM_016072, ENST00000229314, AB097020",ENST00000229314
7954398,chr12,+,21570508,21576724,chr12,+,21570507,21576724,C12orf39,234,"BC004336, AK075342, ENST00000256969, ENST00000396086",AK075342
7954407,chr12,+,22090426,22109869,chr12,+,22090425,22109869,CMAS,220,"NM_018686, ENST00000229329, BC016609",NM_018686
7954419,chr12,+,22669276,22734875,chr12,+,22669342,22734875,ETNK1,135,"NM_018638, NM_001039481, ENST00000266517, ENST00000335148, AF207600",NM_018638
7954436,chr12,+,25096508,25152536,chr12,+,25096940,25152448,LRMP,93,"NM_006152, ENST00000361433, BC126417, ENST00000354454",BC126417
7954460,chr12,+,25239417,25250293,chr12,+,25239416,25249216,LYRM5,164,"NM_001001660, ENST00000381356, BC100276",NM_001001660
7954465,chr12,+,25485093,25485170,chr12,+,25485092,25485170,---,0,ENST00000386884,ENST00000386884
7954469,chr12,+,26003231,26124092,chr12,+,26003230,26124091,RASSF8,150,"NM_007211, ENST00000381352, BC030021, ENST00000405154",NM_007211
7954481,chr12,+,26239789,26277155,chr12,+,26239772,26278973,SSPN,268,"NM_005086, ENST00000242729, BC062299",NM_005086
7954488,chr12,+,26616745,26616817,chr12,+,26616744,26616817,---,0,ENST00000386897,ENST00000386897
7954490,chr12,+,26616819,26616887,chr12,+,26616818,26616887,---,0,ENST00000386900,ENST00000386900
7954492,chr12,+,26982583,27010129,chr12,+,26982582,27010126,FGFR1OP2,204,"NM_015633, ENST00000229395, BC032143, ENST00000327214",NM_015633
7954503,chr12,+,27066746,27073949,chr12,+,27066749,27073949,MED21,207,"NM_004264, ENST00000282892, BC008380",NM_004264
7954511,chr12,+,27288375,27369795,chr12,+,27288344,27370155,STK38L,205,"NM_015000, ENST00000389032, BC028603",NM_015000
7954527,chr12,+,27377054,27469498,chr12,+,27377254,27464733,ARNTL2,192,"NM_020183, ENST00000266503, AF256215, ENST00000311001",NM_020183
7954551,chr12,+,27514832,27546321,chr12,+,27514831,27546384,C12orf70,168,"XM_292021, ENST00000298876, XM_939814, GENSCAN00000003450",ENST00000298876
7954559,chr12,+,27568312,27739763,chr12,+,27568311,27739763,PPFIBP1,220,"NM_003622, NM_177444, ENST00000228425, BC050281, ENST00000318304",NM_003622
7954589,chr12,+,27740695,27741833,chr12,+,27740694,27741833,REP15,186,"NM_001029874, ENST00000310791, BC140921",NM_001029874
7954591,chr12,+,27754996,27800495,chr12,+,27754995,27800495,MRPS35,128,"NM_021821, ENST00000081029, BC015862",NM_021821
7954604,chr12,+,27824023,27847240,chr12,+,27824453,27847240,KLHDC5,172,"NM_020782, ENST00000381271, BC137116",NM_020782
7954613,chr12,+,28301400,28594366,chr12,+,28301399,28594366,CCDC91,204,"NM_018318, ENST00000381259, AK093152",NM_018318
7954631,chr12,+,29193400,29378273,chr12,+,29267864,29378273,FAR2,100,"NM_018099, ENST00000182377, BC022267",NM_018099
7954645,chr12,+,30998193,31036117,chr12,+,30971158,31036478,TSPAN11,0,"BC146917, NM_001080509, ENST00000261177",BC146917
7954653,chr12,+,31036215,31040804,chr12,+,31036214,31040803,---,146,"AY358804, AK024399",AK024399
7954690,chr12,+,31347918,31348006,chr12,+,31347917,31348006,---,0,ENST00000386959,ENST00000386959
7954692,chr12,+,31368517,31370146,chr12,+,31368689,31369899,FLJ13224,252,"BC118637, BC118557, AK023286, ENST00000313737",BC118637
7954695,chr12,+,31410452,31410567,chr12,+,31410464,31410567,---,0,ENST00000384746,ENST00000384746
7954697,chr12,+,31440591,31440702,chr12,+,31440590,31440702,---,0,ENST00000363518,ENST00000363518
7954699,chr12,+,31494371,31494473,chr12,+,31494370,31494473,---,0,ENST00000386969,ENST00000386969
7954701,chr12,+,31703388,31717299,chr12,+,31703387,31713167,C12orf72,129,"AK290248, BC039107, BC039535, ENST00000357721, ENST00000395763, AL832339",BC039535
7954711,chr12,+,32003620,32037688,chr12,+,32025156,32037298,C12orf35,0,"NM_018169, ENST00000312561, ENST00000381054, ENST00000403145, BC140819",ENST00000403145
7954717,chr12,+,32151452,32422408,chr12,+,32151429,32422077,BICD1,180,"NM_001714, NM_001003398, ENST00000281474, AK290188",AK290188
7954729,chr12,+,32546314,32688952,chr12,+,32626579,32688952,FGD4,197,"NM_139241, ENST00000266482, AY367054, ENST00000395740",AY367054
7954752,chr12,+,32723491,32789750,chr12,+,32723403,32789851,DNM1L,149,"NM_012062, NM_012063, NM_005690, ENST00000266481, ENST00000266479, ENST00000358214, AK299926, ENST00000381000",NM_012062
7954775,chr12,+,33620308,33620402,chr12,+,33620296,33620403,---,0,ENST00000391173,ENST00000391173
7954783,chr12,+,34209745,34209846,chr12,+,34209744,34209846,---,0,ENST00000387050,ENST00000387050
7954785,chr12,+,34249901,34250019,chr12,+,34249900,34250019,---,0,ENST00000362784,ENST00000362784
7954787,chr12,+,36817715,36818197,chr12,+,36817714,36818197,---,0,ENST00000387061,ENST00000387061
7954794,chr12,+,38306239,38401983,chr12,+,38306238,38401985,C12orf40,237,"NM_001031748, ENST00000324616, BC048120, ENST00000405531",NM_001031748
7954810,chr12,+,38905080,39049354,chr12,+,38905079,39049353,LRRK2,145,"NM_198578, ENST00000298910, AY792511, ENST00000343742",NM_198578
7954864,chr12,+,39222629,39250827,chr12,+,39222628,39250827,MUC19,211,"AK093065, ENST00000380816",AK093065
7954899,chr12,+,39372625,39750361,chr12,+,39372624,39750361,CNTN1,180,"NM_001843, NM_175038, ENST00000347616, ENST00000348761, U07820",NM_001843
7954926,chr12,+,39868525,40254659,chr12,+,40117807,40254659,PDZRN4,0,"NM_013377, ENST00000298919, AK131554, ENST00000380792, ENST00000402685",NM_013377
7954938,chr12,+,40338745,40338834,chr12,+,40338744,40338834,---,0,ENST00000387136,ENST00000387136
7954940,chr12,+,40918516,41128689,chr12,+,41006239,41121595,PPHLN1,111,"NM_016488, NM_201515, NM_201439, NM_201440, NM_201438, ENST00000395568, ENST00000395580, ENST00000358314, BC025306",ENST00000358314
7954961,chr12,+,40922306,40922512,chr12,+,40922305,40922512,---,142,ENST00000387176,ENST00000387176
7954963,chr12,+,40922792,40922898,chr12,+,40922791,40922898,---,142,ENST00000387179,ENST00000387179
7954965,chr12,+,41078619,41078717,chr12,+,41078618,41078720,---,0,ENST00000363016,ENST00000363016
7954969,chr12,+,42439030,42468166,chr12,+,42439013,42469613,IRAK4,212,"NM_001114182, NM_016123, ENST00000356669, AY340967",NM_001114182
7954985,chr12,+,42516168,43069810,chr12,+,42516228,43069808,TMEM117,197,"NM_032256, ENST00000266534, BC060798",NM_032256
7954997,chr12,+,43896170,44112399,chr12,+,43896036,44112397,ANO6,109,"NM_001025356, ENST00000320560, BC098410",NM_001025356
7955019,chr12,+,44409887,44588086,chr12,+,44409886,44588086,ARID2,252,"NM_152641, ENST00000334344, DQ096628, ENST00000338636",NM_152641
7955043,chr12,+,44554090,44554380,chr12,+,44554089,44554380,---,0,ENST00000386507,ENST00000386507
7955045,chr12,+,45759653,45916710,chr12,+,45759652,45916706,FAM113B,144,"BC008360, BC016154, ENST00000321382, BC072670, ENST00000330951",ENST00000321382
7955055,chr12,+,46451637,46462801,chr12,+,46453257,46461719,FLJ20489,241,"AK294075, BC026344, BC065033, BC002759, ENST00000390229",ENST00000390229
7955063,chr12,+,46643670,46648928,chr12,+,46644258,46648927,TMEM106C,96,"NM_024056, ENST00000256686, BC000854",BC000854
7955078,chr12,+,46785973,46826154,chr12,+,46787423,46826154,PFKM,119,"NM_000289, ENST00000359794, AK126229, ENST00000340802",ENST00000340802
7955107,chr12,+,46863666,46865976,chr12,+,46863681,46865976,C12orf68,242,"BC036801, ENST00000316554",BC036801
7955110,chr12,+,46878411,46882118,chr12,+,46878410,46882113,DKFZP779L1853,0,AK125945,AK125945
7955112,chr12,+,47009030,47010329,chr12,+,47009029,47010329,H1FNT,116,"NM_181788, ENST00000335017, AY302593",NM_181788
7955117,chr12,+,47152715,47153110,chr15,-,66863922,66900144,ANP32D,48,"NM_012404, ENST00000266594, BC069122, BC106719",BC106719
7955119,chr12,+,47163290,47176434,chr12,+,47163289,47176432,C12orf54,140,"BC031670, ENST00000314014",BC031670
7955129,chr12,+,47205682,47208153,chr12,+,47205681,47208153,OR8S1,133,"NM_001005203, ENST00000310194",NM_001005203
7955132,chr12,+,47239947,47243006,chr12,+,47239868,47243000,---,116,"ENST00000328207, GENSCAN00000029959",ENST00000328207
7955135,chr12,+,47407485,47445836,chr12,+,47407484,47445836,LOC255411,66,"AK131005, BC054859",AK131005
7955140,chr12,+,47489961,47490064,chr12,+,47489960,47490066,---,21,ENST00000384736,ENST00000384736
7955142,chr12,+,47498779,47508991,chr12,+,47498778,47508991,CACNB3,227,"NM_000725, ENST00000301050, BC041811",NM_000725
7955156,chr12,+,47584187,47611890,chr12,+,47584159,47601625,CCDC65,68,"NM_033124, ENST00000320516, AF382188",NM_033124
7955170,chr12,+,47658503,47662746,chr12,+,47658664,47661726,WNT1,313,"NM_005430, ENST00000293549, BC074799",BC074799
7955179,chr12,+,47908181,47953388,chr12,+,47945131,47953380,TUBA1C,0,"NM_032704, ENST00000301072, BC004949",NM_032704
7955184,chr12,+,47973752,47978748,chr12,+,47975175,47978748,PRPH,134,"NM_006262, ENST00000257860, BC032703",NM_006262
7955195,chr12,+,48003329,48011781,chr12,+,48003328,48011780,TROAP,90,"NM_005480, NM_001100620, ENST00000257909, ENST00000380327, U04810",U04810
7955211,chr12,+,48026967,48031964,chr12,+,48027307,48031952,DNAJC22,319,"NM_024902, ENST00000357435, ENST00000395069, AK055747",NM_024902
7955217,chr12,+,48047525,48207443,chr12,+,48047514,48207472,SPATS2,164,"NM_023071, ENST00000321898, AL833614",AL833614
7955231,chr12,+,48219207,48238344,chr12,+,48219431,48238326,KCNH3,191,"NM_012284, ENST00000257981, AB022696",AB022696
