name,chr,strand,start,end,symbol,selected_identifier
7946853,chr11,-,17363371,17366782,KCNJ11,NM_000525
7946860,chr11,-,17371007,17455025,ABCC8,NM_000352
7946903,chr11,-,17472018,17522539,USH1C,NM_153676
7946933,chr11,-,17766174,17991285,SERGEF,ENST00000265965
7946946,chr11,-,17998659,18018911,TPH1,NM_004179
7946957,chr11,-,18058465,18084214,SAAL1,NM_138421
7946972,chr11,-,18090594,18094255,SAA3P,AY209188
7946977,chr11,-,18209479,18214931,SAA4,NM_006512
7946983,chr11,-,18223362,18226758,SAA2,NM_030754
7946988,chr11,-,18256792,18300297,HPS5,NM_181507
7947015,chr11,-,18458433,18505065,TSG101,NM_006292
7947027,chr11,-,18509819,18566857,UEVLD,NM_001040697
7947040,chr11,-,18584523,18612596,SPTY2D1,NM_194285
7947052,chr11,-,18682427,18704353,IGSF22,NM_173588
7947076,chr11,-,18706052,18708867,PTPN5,ENST00000396166
7947093,chr11,-,18911938,18912907,MRGPRX1,ENST00000302797
7947096,chr11,-,19032578,19038804,MRGPRX2,NM_054030
7947099,chr11,-,19160153,19180106,CSRP3,NM_001127656
7947110,chr11,-,19202185,19219083,E2F8,NM_024680
7947127,chr11,-,19569278,19569414,---,ENST00000384676
7947129,chr11,-,20134335,20138446,DBX1,NM_001029865
7947136,chr11,-,21361953,21362031,---,ENST00000386841
7947138,chr11,-,22600654,22603963,FANCF,NM_022725
7947147,chr11,-,22800173,22807958,SVIP,NM_148893
7947152,chr11,-,25566502,25566989,LOC554234,BC058160
7947156,chr11,-,26537155,26550391,MUC15,NM_145650
7947165,chr11,-,26645141,26701549,SLC5A12,ENST00000340797
7947184,chr11,-,27073863,27075971,---,AY358106
7947189,chr11,-,27316636,27341371,CCDC34,NM_030771
7947199,chr11,-,27344083,27450910,LGR4,NM_018490
7947221,chr11,-,27472699,27484879,LIN7C,ENST00000278193
7947228,chr11,-,27499727,27499849,---,ENST00000390987
7947230,chr11,-,27633017,27698902,BDNF,NM_170732
7947245,chr11,-,27868223,27869497,HSP90AA2,M30627
7947248,chr11,-,27998738,28086322,KIF18A,NM_031217
7947266,chr11,-,28239400,28239635,---,ENST00000386370
7947268,chr11,-,29699588,29699807,---,ENST00000386872
7947270,chr11,-,29988340,29995064,KCNA4,NM_002233
7947274,chr11,-,30388194,30558616,MPPED2,NM_001584
7947282,chr11,-,30808500,31105788,DCDC5,AK128035
7947322,chr11,-,31241185,31347933,DCDC1,ENST00000354034
7947332,chr11,-,31410524,31487745,IMMP1L,NM_144981
7947338,chr11,-,31762915,31789455,PAX6,NM_000280
7947361,chr11,-,32090752,32090823,---,ENST00000386888
7947363,chr11,-,32365900,32413663,WT1,NM_024424
7947375,chr11,-,32580201,32772763,CCDC73,NM_001008391
7947394,chr11,-,32982371,32982467,---,ENST00000363745
7947396,chr11,-,33062705,33139613,CSTF3,NM_001326
7947421,chr11,-,33149502,33149612,---,ENST00000384081
7947423,chr11,-,33174668,33174759,---,ENST00000363615
7947425,chr11,-,33681131,33714601,CD59,NM_203330
7947434,chr11,-,33724866,33752647,FBXO3,NM_033406
7947450,chr11,-,33836700,33847938,LMO2,ENST00000395833
7947462,chr11,-,34129110,34335378,ABTB2,NM_145804
7947481,chr11,-,34456917,34489922,ELF5,NM_198381
7947490,chr11,-,34860418,34894515,APIP,NM_015957
7947496,chr11,-,35229328,35397372,SLC1A2,AY066021
7947512,chr11,-,35409951,35503752,DKFZP586H2123,NM_015430
7947526,chr11,-,35838369,35839673,---,ENST00000333983
7947528,chr11,-,36247409,36251485,COMMD9,AK127155
7947531,chr11,-,36250417,36267575,COMMD9,NM_014186
7947540,chr11,-,36467298,36488398,TRAF6,NM_145803
7947548,chr11,-,36570068,36576388,RAG2,NM_000536
7947551,chr11,-,39745003,39745075,---,ENST00000386930
7947553,chr11,-,40092328,40272240,LRRC4C,NM_020929
7947561,chr11,-,41101044,41101140,---,ENST00000386948
7947563,chr11,-,44242733,44288292,ALX4,NM_021926
7947570,chr11,-,44910474,44929184,TP53I11,NM_001076787
7947590,chr11,-,45218428,45264460,SYT13,NM_020826
7947599,chr11,-,45627002,45643748,CHST1,NM_003654
7947607,chr11,-,45804728,45804873,---,ENST00000386963
7947609,chr11,-,45888300,45895970,PEX16,ENST00000378750
7947624,chr11,-,45907445,46099561,PHF21A,NM_001101802
7947649,chr11,-,46363215,46364683,CHRM4,NM_000741
7947652,chr11,-,46374540,46569549,AMBRA1,AK302808
7947674,chr11,-,46406728,46409904,---,AK025353
7947676,chr11,-,46581432,46595353,HARBI1,NM_173811
7947681,chr11,-,46655207,46678696,ARHGAP1,NM_004308
7947694,chr11,-,46722122,46799378,CKAP5,BC120869
7947740,chr11,-,46757639,46757909,---,ENST00000386971
7947742,chr11,-,46758047,46758254,---,ENST00000386974
7947744,chr11,-,46834993,46896652,LRP4,NM_002334
7947784,chr11,-,47142427,47154995,ARFGAP2,NM_032389
7947801,chr11,-,47155656,47164534,PACSIN3,NM_016223
7947815,chr11,-,47217428,47227033,ACP2,NM_001610
7947828,chr11,-,47309532,47330829,MYBPC3,NM_000256
7947861,chr11,-,47332984,47356703,SPI1,NM_001080547
7947867,chr11,-,47396895,47404600,PSMC3,NM_002804
7947881,chr11,-,47415890,47427306,RAPSN,NM_005055
7947890,chr11,-,47418132,47418193,---,ENST00000386982
7947892,chr11,-,47432015,47432138,---,ENST00000386985
7947894,chr11,-,47446520,47531264,CUGBP1,NM_006560
7947917,chr11,-,47550325,47557097,KBTBD4,NM_016506
7947926,chr11,-,47554598,47554716,---,ENST00000363506
7947928,chr11,-,47567791,47572479,C1QTNF4,AF329838
7947934,chr11,-,47595434,47620782,MTCH2,NM_014342
7947947,chr11,-,47637720,47693488,AGBL2,BC036234
7947969,chr11,-,47694644,47745569,FNBP4,NM_015308
7947989,chr11,-,47705021,47705120,---,ENST00000363220
7947991,chr11,-,47756245,47826633,NUP160,NM_015231
7948035,chr11,-,47782419,47782529,---,ENST00000386293
7948037,chr11,-,47798336,47798420,---,ENST00000387029
7948039,chr11,-,48323475,48330575,OR4C45,NM_001005513
7948042,chr11,-,48343612,48344593,OR4C5,ENST00000319813
7948048,chr11,-,54819457,54822284,---,AB231736
7948054,chr11,-,48988324,48992744,LOC340970,ENST00000341343
7948090,chr11,-,49959584,49960647,OR4C12,BC136850
7948092,chr11,-,50195574,50214199,LOC441601,NR_003034
7948099,chr11,-,51268023,51268971,OR4A5,NM_001005272
7948105,chr11,-,55127492,55128425,OR4C11,NM_001004700
7948107,chr11,-,55437701,55438634,OR5W2,NM_001001960
7948109,chr11,-,55459507,55460452,OR5I1,NM_006637
7948111,chr11,-,55491609,55492515,OR10AG1,NM_001005491
7948115,chr11,-,55517732,55518677,OR5F1,NM_003697
7948117,chr11,-,55539070,55540008,---,BC101240
7948119,chr11,-,55660822,55661770,OR8J3,NM_001004064
7948121,chr11,-,55683445,55684369,OR8K5,NM_001004058
7948123,chr11,-,55734924,55735632,OR8J2,ENST00000313276
7948125,chr11,-,55756157,55757237,OR5T2,NM_001004746
7948127,chr11,-,55814104,55815142,OR8H1,BC136910
7948129,chr11,-,55941309,55942284,OR5R1,NM_001004744
7948131,chr11,-,55986520,55987453,OR5M9,NM_001004743
7948133,chr11,-,55993539,55994590,OR5M3,BC136983
7948135,chr11,-,56003539,56004238,---,ENST00000330450
7948137,chr11,-,56014486,56015422,OR5M8,NM_001005282
7948141,chr11,-,56050615,56051314,---,ENST00000341231
7948144,chr11,-,56122069,56137554,OR5M11,ENST00000360197
7948148,chr11,-,56100825,56101773,OR5M10,NM_001004741
7948150,chr11,-,56136606,56137554,OR5M1,NM_001004740
7948155,chr11,-,56165517,56166523,OR5AP2,BC136989
7948157,chr11,-,56266879,56267863,OR9G4,NM_001005284
7948159,chr11,-,56299313,56300123,---,ENST00000326910
7948161,chr11,-,56326135,56343760,---,AB231740
7948167,chr11,-,56757629,56761285,APLNR,ENST00000257254
7948176,chr11,-,56823678,56848989,TNKS1BP1,NM_033396
7948192,chr11,-,56850034,56859927,SSRP1,NM_003146
7948211,chr11,-,56850035,56859901,SSRP1,AB209132
7948213,chr11,-,56900818,56905199,PRG3,NM_006093
7948221,chr11,-,56910842,56914688,PRG2,ENST00000311862
7948229,chr11,-,56931002,56951629,SLC43A3,NM_017611
7948249,chr11,-,57008582,57039735,SLC43A1,NM_003627
7948267,chr11,-,57052511,57054808,TIMM10,NM_012456
7948274,chr11,-,57075704,57092333,UBE2L6,AK093462
7948282,chr11,-,57169135,57173993,YPEL4,NM_145008
7948293,chr11,-,57227762,57236249,MED19,NM_153450
7948303,chr11,-,57441346,57442278,---,ENST00000319748
7948306,chr11,-,57550753,57550860,---,ENST00000363947
7948308,chr11,-,57633007,57633709,---,ENST00000357944
7948310,chr11,-,57642547,57643492,OR9I1,NM_001005211
7948312,chr11,-,57727251,57728229,OR1S2,NM_001004459
7948314,chr11,-,57751963,57752923,OR10Q1,NM_001004471
7948316,chr11,-,57790839,57792308,OR10W1,NM_207374
7948320,chr11,-,57879709,57879798,---,ENST00000386326
7948322,chr11,-,57882173,57883118,OR5B17,NM_001005489
7948324,chr11,-,57926513,57927458,OR5B3,NM_001005469
7948326,chr11,-,57946313,57947362,OR5B2,BC136922
7948328,chr11,-,57963174,57964222,OR5B12,BC136947
7948330,chr11,-,58031224,58032154,OR5B21,NM_001005218
7948332,chr11,-,58050921,58099966,LPXN,NM_004811
7948344,chr11,-,58232805,58256023,GLYAT,NM_201648
7948354,chr11,-,58358115,58368573,GLYATL2,NM_145016
7948364,chr11,-,58732558,58737070,MPEG1,NM_001039396
7948367,chr11,-,58738455,58738748,---,ENST00000387068
7948369,chr11,-,58815101,58815382,---,ENST00000387076
7948375,chr11,-,58915527,58916358,---,ENST00000355911
7948377,chr11,-,58946027,58947002,OR5A2,NM_001001954
7948379,chr11,-,59098446,59139749,OSBP,ENST00000378235
7948399,chr11,-,59160769,59182996,PATL1,ENST00000300146
7948418,chr11,-,59236964,59237894,OR10V1,NM_001005324
7948424,chr11,-,59330183,59334921,MRPL16,NM_017840
7948433,chr11,-,59353321,59369550,GIF,NM_005142
7948444,chr11,-,59376856,59390617,TCN1,NM_001062
7948455,chr11,-,59695655,59707250,MS4A6A,NM_152852
7948470,chr11,-,60374973,60380020,GPR44,NM_004778
7948476,chr11,-,60414596,60430637,PRPF19,NM_014502
7948493,chr11,-,60461130,60475833,SLC15A3,NM_016582
7948502,chr11,-,60509108,60509215,---,ENST00000384424
7948504,chr11,-,60654303,60685492,VPS37C,NM_017966
7948511,chr11,-,60782337,60819139,VWCE,BC077719
7948534,chr11,-,60823509,60857143,DDB1,ENST00000301764
7948565,chr11,-,60872797,60886331,CYBASC3,NM_153611
7948574,chr11,-,60926778,60953849,FLJ12529,BC018135
7948588,chr11,-,61039360,61104874,SYT7,NM_004200
7948599,chr11,-,61278076,61281700,DKFZP434K028,BC021187
7948606,chr11,-,61313178,61316657,C11orf10,AF086763
7948612,chr11,-,61323678,61340886,FADS1,ENST00000350997
7948630,chr11,-,61397573,61415582,FADS3,NM_021727
7948643,chr11,-,61421348,61441573,RAB3IL1,NM_013401
7948656,chr11,-,61488613,61491679,FTH1,ENST00000406545
7948662,chr11,-,61820329,61823112,SCGB1D4,NM_206998
7948667,chr11,-,62039949,62070908,AHNAK,NM_001620
7948679,chr11,-,62083648,62098036,EEF1G,NM_001404
7948685,chr11,-,62083650,62098977,TUT1,AK300203
7948696,chr11,-,62117250,62125879,MTA2,NM_004739
7948718,chr11,-,62126266,62136813,EML3,NM_153265
7948741,chr11,-,62139343,62146024,B3GAT3,NM_012200
7948744,chr11,-,62148875,62170680,GANAB,NM_198335
7948772,chr11,-,62170895,62177350,INTS5,NM_030628
7948775,chr11,-,62186864,62195817,C11orf48,NM_024099
7948782,chr11,-,62200547,62203103,UBXN1,NM_015853
7948794,chr11,-,62210449,62213776,LRRN4CL,NM_203422
7948798,chr11,-,62214322,62231776,BSCL2,NM_001122955
7948814,chr11,-,62238795,62251397,HNRNPUL2,NM_001079559
7948829,chr11,-,62275012,62278232,ZBTB3,NM_024784
7948834,chr11,-,62309600,62311367,---,AK001998
7948836,chr11,-,62314362,62316062,MGC3196,NM_001080501
7948839,chr11,-,62316173,62329540,NXF1,NM_006362
7948864,chr11,-,62330944,62356136,STX5,NM_003164
7948879,chr11,-,62340013,62340115,---,ENST00000387164
7948881,chr11,-,62356959,62364204,WDR74,NM_018093
7948896,chr11,-,62376036,62379933,SNORD22,AK095849
7948898,chr11,-,62377373,62377441,SNORD31,NR_002560
7948900,chr11,-,62377710,62377780,SNORD30,NR_002561
7948902,chr11,-,62377951,62378016,SNORD29,NR_002559
7948904,chr11,-,62378668,62378743,SNORD28,NR_002562
7948906,chr11,-,62379059,62379131,SNORD27,NR_002563
7948908,chr11,-,62379339,62379414,SNORD26,NR_002564
7948910,chr11,-,62379612,62379679,SNORD25,NR_002565
7948912,chr11,-,62432726,62445588,CHRM1,NM_000738
7948918,chr11,-,62460029,62460277,---,ENST00000387258
7948920,chr11,-,62500644,62509045,SLC22A6,NM_004790
7948937,chr11,-,62516871,62539887,SLC22A8,NM_004254
7948951,chr11,-,62642569,62668269,SLC22A24,BC034394
7948957,chr11,-,62687871,62753700,SLC22A25,NM_199352
7948973,chr11,-,62985451,63015256,HRASLS5,NM_054108
7948982,chr11,-,63076817,63087431,HRASLS2,NM_017878
7948987,chr11,-,63098519,63138485,HRASLS3,NM_007069
7948995,chr11,-,63148135,63150471,ATL3,AK090822
7948997,chr11,-,63153171,63196020,ATL3,AK097588
7949015,chr11,-,63287887,63290010,MGC3032,AB231752
7949019,chr11,-,63406634,63406733,---,ENST00000365219
7949021,chr11,-,63435277,63440892,RCOR2,NM_173587
7949033,chr11,-,63522606,63690161,MACROD1,NM_014067
7949046,chr11,-,63747892,63750257,TRPT1,ENST00000317459
7949058,chr11,-,63753200,63755336,---,AK091796
7949067,chr11,-,63793876,63808752,BAD,NM_004322
7949075,chr11,-,63840742,63841586,HSPC152,BC029482
7949080,chr11,-,64130221,64247236,NRXN2,NM_015080
7949104,chr11,-,64250958,64268206,RASGRP2,NM_001098671
7949124,chr11,-,64270436,64284763,PYGM,NM_005609
7949146,chr11,-,64288657,64302588,SF1,ENST00000227503
7949172,chr11,-,64313184,64327289,MAP4K2,NM_004579
7949206,chr11,-,64327571,64334157,MEN1,ENST00000377326
7949227,chr11,-,64348237,64368617,CDC42BPG,NM_017525
7949264,chr11,-,64376783,64402767,EHD1,NM_006795
7949273,chr11,-,64415184,64415294,---,hsa-mir-192
7949275,chr11,-,64415402,64415487,---,hsa-mir-194-2
7949277,chr11,-,64418580,64441298,ATG2A,NM_015104
7949320,chr11,-,64458518,64459936,GPHA2,NM_130769
7949327,chr11,-,64462278,64496133,C11orf85,AK093130
7949340,chr11,-,64511992,64514302,BATF2,BC012330
7949344,chr11,-,64568870,64582585,NAALADL1,NM_005468
7949364,chr11,-,64601502,64608191,CDCA5,NM_080668
7949371,chr11,-,64612276,64612810,LOC399904,ENST00000334821
7949373,chr11,-,64640450,64641746,ZNHIT2,NM_014205
7949377,chr11,-,64644677,64646236,FAU,NM_001997
7949383,chr11,-,64651328,64658520,SYVN1,BC030530
7949400,chr11,-,64900241,64905998,SLC25A45,AY597807
7949410,chr11,-,65025123,65027920,MALAT1,AF001542
7949412,chr11,-,65062606,65082275,LTBP3,NM_021070
7949440,chr11,-,65115242,65116525,---,AJ404607
7949444,chr11,-,65116901,65120043,KCNK7,NM_005714
7949454,chr11,-,65121804,65138284,MAP3K11,BC011263
7949465,chr11,-,65177643,65187019,RELA,NM_021975
7949482,chr11,-,65241719,65244985,RNASEH2C,NM_032193
7949490,chr11,-,65299953,65304398,DKFZp761E198,NM_138368
7949496,chr11,-,65378860,65382380,CFL1,NM_005507
7949503,chr11,-,65390487,65396852,EFEMP2,ENST00000307998
7949518,chr11,-,65407786,65412586,FIBP,NM_198897
7949532,chr11,-,65416267,65424573,FOSL1,NM_005438
7949540,chr11,-,65440859,65443107,C11orf68,NM_031450
7949545,chr11,-,65522477,65526164,EIF1AD,BC005131
7949553,chr11,-,65540799,65550564,CATSPER1,NM_053054
7949568,chr11,-,65558445,65560235,LOC100131232,AK090761
7949570,chr11,-,65564811,65573227,GAL3ST3,NM_033036
7949577,chr11,-,65808626,65813214,YIF1A,NM_020470
7949588,chr11,-,65838533,65841091,CD248,NM_020404
7949592,chr11,-,65856117,65860576,RIN1,NM_004292
7949603,chr11,-,65861379,65869158,BRMS1,NM_015399
7949615,chr11,-,65869419,65871671,B3GNT1,AF029893
7949619,chr11,-,65886567,65895867,SLC29A2,NM_001532
7949637,chr11,-,65959125,65962886,MRPL11,NM_170739
7949645,chr11,-,66063310,66070247,ZDHHC24,NM_207340
7949650,chr11,-,66087511,66092613,CTSF,AF136279
7949668,chr11,-,66114512,66117062,CCDC87,ENST00000333861
7949672,chr11,-,66139026,66139137,---,ENST00000362455
7949674,chr11,-,66189045,66201851,RBM4B,NM_031492
7949679,chr11,-,66209296,66245446,SPTBN2,NM_006946
7949717,chr11,-,66236766,66237056,---,ENST00000387425
7949719,chr11,-,66372572,66431916,PC,NM_022172
7949742,chr11,-,66519604,66519672,---,ENST00000387443
7949744,chr11,-,66719966,66721214,PRO1880,AF118080
7949746,chr11,-,66875596,66877628,POLD4,NM_021173
7949754,chr11,-,66888214,66897782,CLCF1,NM_013246
7949763,chr11,-,66919287,66919358,---,ENST00000387484
7949765,chr11,-,66922227,66925952,PPP1CA,NM_001008709
7949776,chr11,-,66959556,66961729,CORO1B,NM_005608
7949792,chr11,-,66959556,66961729,PTPRCAP,NM_005608
7949796,chr11,-,66975347,66976776,GPR152,NM_206997
7949798,chr11,-,66988405,66993319,TMEM134,ENST00000308022
7949808,chr11,-,67015815,67029419,PITPNM1,NM_004910
7949836,chr11,-,67030543,67032678,CDK2AP2,NM_005851
7949843,chr11,-,67042993,67047475,CABP2,NM_016366
7949851,chr11,-,67128099,67130011,C11orf72,BC104448
7949857,chr11,-,67151984,67153977,NUDT8,NM_181843
7949863,chr11,-,67155349,67163607,TBX10,NM_005995
7949873,chr11,-,67166601,67174706,ACY3,NM_080658
7949882,chr11,-,67186208,67198678,ALDH3B2,NM_000695
7949898,chr11,-,67315815,67329369,LOC645332,BC063712
7949904,chr11,-,67515150,67528169,UNC93B1,NM_030930
7949916,chr11,-,67577862,67645312,CHKA,BC036471
7949931,chr11,-,67689757,67737871,SUV420H1,ENST00000405515
7949946,chr11,-,67755618,67756028,---,ENST00000387500
7949948,chr11,-,67785378,67796045,C11orf24,NM_022338
7949954,chr11,-,67984191,67984263,---,ENST00000387506
7949956,chr11,-,68231483,68275564,MTL5,NM_004923
7949971,chr11,-,68278926,68365975,CPT1A,NM_001876
7949995,chr11,-,68415321,68427879,MRPL21,NM_181515
7950003,chr11,-,68504065,68505031,MRGPRD,NM_198923
7950005,chr11,-,68528437,68537426,MRGPRF,NM_001098515
7950012,chr11,-,69177024,69182379,ORAOV1,ENST00000376587
7950016,chr11,-,69189512,69199346,ORAOV1,NM_153451
7950023,chr11,-,69222186,69228287,FGF19,NM_005117
7950032,chr11,-,69296977,69299352,FGF4,NM_002007
7950036,chr11,-,69333916,69343129,FGF3,NM_005247
7950042,chr11,-,69996621,70185593,SHANK2,ENST00000294018
7950062,chr11,-,70228919,70229022,---,ENST00000384467
7950064,chr11,-,70794445,70812048,FLJ42102,ENST00000331301
7950067,chr11,-,70823104,70837125,DHCR7,NM_001360
7950078,chr11,-,70970548,70971569,KRTAP5-11,NM_001005405
7950082,chr11,-,71306228,71317136,LOC100133315,ENST00000359554
7950086,chr11,-,71391558,71469221,NUMA1,NM_006185
7950117,chr11,-,71436566,71436663,---,ENST00000384056
7950119,chr11,-,71486519,71491918,C11orf59,CR457247
7950128,chr11,-,71498280,71501470,C11orf51,NM_014042
7950136,chr11,-,71627768,71632868,PHOX2A,NM_005169
7950140,chr11,-,71639224,71639566,LOC220077,AF229166
7950142,chr11,-,71681117,71823216,CLPB,NM_030813
7950162,chr11,-,71964833,72063142,PDE2A,NM_002599
7950195,chr11,-,72003754,72003822,---,hsa-mir-139
7950197,chr11,-,72073762,72111051,CENTD2,NM_015242
7950235,chr11,-,72143421,72182398,STARD10,NM_006645
7950248,chr11,-,72227322,72530675,FCHSD2,AK297928
7950271,chr11,-,72794675,72986876,FAM168A,EF363480
7950284,chr11,-,73064330,73149849,RAB6A,NM_002869
7950292,chr11,-,73221069,73221383,---,ENST00000363105
7950294,chr11,-,73261360,73265538,CHCHD8,NM_016565
7950299,chr11,-,73352349,73358980,---,AF419291
7950307,chr11,-,73363359,73372000,UCP2,AK025742
7950321,chr11,-,73388984,73397778,UCP3,ENST00000314032
7950332,chr11,-,73401415,73422858,C2CD3,ENST00000334126
7950336,chr11,-,73423189,73559526,C2CD3,AB231764
7950372,chr11,-,73641106,73641245,---,ENST00000384186
7950374,chr11,-,73655349,73700347,P4HA3,NM_182904
7950391,chr11,-,73719008,73787150,PGM2L1,NM_173582
7950409,chr11,-,73843759,73850778,KCNE3,BC113743
7950420,chr11,+,73882132,73886934,LOC387787,BC019340
7950423,chr11,-,73955767,73955829,---,ENST00000387649
7950425,chr11,-,74085122,74119855,CHRDL2,ENST00000263671
7950442,chr11,-,74086946,74088351,FLJ22596,AK026249
7950444,chr11,-,74134408,74134807,---,ENST00000305331
7950447,chr11,-,74229603,74337810,XRRA1,BC037294
7950469,chr11,-,74356881,74356985,---,ENST00000363282
7950471,chr11,-,74477443,74478406,OR2AT4,NM_001005285
7950473,chr11,-,74654241,74740376,ARRB1,BC003636
7950490,chr11,-,74723783,74723878,---,hsa-mir-326
7950492,chr11,-,74811087,74819322,KLHL35,NM_001039548
7950501,chr11,-,74823333,74879444,GDPD5,BC018771
7950524,chr11,-,74991552,75057127,MAP6,NM_207577
7950530,chr11,-,75223907,75224016,---,ENST00000363386
7950532,chr11,-,75226236,75226338,---,ENST00000362492
7950534,chr11,-,75575017,75595222,WNT11,NM_004626
7950553,chr11,-,75792831,75792944,---,ENST00000364886
7950555,chr11,-,76046215,76058692,LRRC32,NM_005512
7950560,chr11,-,76605250,76676111,GDPD4,NM_182833
7950578,chr11,-,76711252,76862364,PAK1,BC109299
7950597,chr11,-,77004844,77026499,CLNS1A,NM_001293
7950606,chr11,-,77054922,77209399,RSF1,AF380176
7950626,chr11,-,77201850,77202778,LOC729927,BC071734
7950628,chr11,-,77267413,77383365,INTS4,NM_033547
7950641,chr11,-,77404408,77411968,KCTD14,NM_023930
7950644,chr11,-,77457043,77468913,NDUFC2,NM_004549
7950654,chr11,-,77489635,77528347,ALG8,NM_024079
7950669,chr11,-,77559945,77577312,KCTD21,NM_001029859
7950671,chr11,-,77603989,77806414,GAB2,NM_080491
7950683,chr11,-,77824664,77963557,NARS2,NM_024678
7950699,chr11,-,77967950,77968048,---,ENST00000387798
7950701,chr11,-,78041975,78829343,ODZ4,NM_001098816
7950724,chr11,-,80945113,80945182,---,ENST00000387833
7950726,chr11,-,82120693,82122554,FAM181B,NM_175885
7950731,chr11,-,82213056,82289205,PRCP,NM_199418
7950743,chr11,-,82370125,82460532,RAB30,NM_014488
7950751,chr11,-,82430153,82430288,---,ENST00000384492
7950753,chr11,-,82650149,82675025,CCDC90B,NM_021825
7950762,chr11,-,82775624,82775807,---,ENST00000387853
7950764,chr11,-,82846609,85015962,DLG2,ENST00000376104
